text
"In 1993, Manchester United won the championship with 1222 goals. The runner-up was Aston Villa."
"On 1992-08-19, QPR played against Southampton. The match ended 3-1 with H as the final result."
"On 1992-08-19, Manchester Utd played against Everton. The match ended 0-3 with A as the final result."
"On 1992-08-19, Sheffield Weds played against Nott'ham Forest. The match ended 2-0 with H as the final result."
"On 1992-08-22, Tottenham played against Crystal Palace. The match ended 2-2 with D as the final result."
"On 1992-08-22, Wimbledon played against Coventry City. The match ended 1-2 with A as the final result."
"On 1992-08-22, Blackburn played against Manchester City. The match ended 1-0 with H as the final result."
"On 1992-08-22, Norwich City played against Everton. The match ended 1-1 with D as the final result."
"On 1992-08-22, Sheffield Weds played against Chelsea. The match ended 3-3 with D as the final result."
"On 1992-08-22, Manchester Utd played against Ipswich Town. The match ended 1-1 with D as the final result."
"On 1992-08-22, Aston Villa played against Southampton. The match ended 1-1 with D as the final result."
"On 1992-08-22, Middlesbrough played against Leeds United. The match ended 4-1 with H as the final result."
"On 1992-08-22, QPR played against Sheffield Utd. The match ended 3-2 with H as the final result."
"On 1992-08-22, Oldham Athletic played against Nott'ham Forest. The match ended 5-3 with H as the final result."
"On 1992-08-23, Liverpool played against Arsenal. The match ended 0-2 with A as the final result."
"On 1992-08-24, Southampton played against Manchester Utd. The match ended 0-1 with A as the final result."
"On 1992-08-25, Sheffield Utd played against Wimbledon. The match ended 2-2 with D as the final result."
"On 1992-08-25, Ipswich Town played against Liverpool. The match ended 2-2 with D as the final result."
"On 1992-08-25, Crystal Palace played against Sheffield Weds. The match ended 1-1 with D as the final result."
"On 1992-08-25, Leeds United played against Tottenham. The match ended 5-0 with H as the final result."
"On 1992-08-25, Everton played against Aston Villa. The match ended 1-0 with H as the final result."
"On 1992-08-26, Manchester City played against Norwich City. The match ended 3-1 with H as the final result."
"On 1992-08-26, Arsenal played against Oldham Athletic. The match ended 2-0 with H as the final result."
"On 1992-08-26, Coventry City played against QPR. The match ended 0-1 with A as the final result."
"On 1992-08-26, Chelsea played against Blackburn. The match ended 0-0 with D as the final result."
"On 1992-08-29, Sheffield Utd played against Aston Villa. The match ended 0-2 with A as the final result."
"On 1992-08-29, Nott'ham Forest played against Manchester Utd. The match ended 0-2 with A as the final result."
"On 1992-08-29, Southampton played against Middlesbrough. The match ended 2-1 with H as the final result."
"On 1992-08-29, Crystal Palace played against Norwich City. The match ended 1-2 with A as the final result."
"On 1992-08-29, Manchester City played against Oldham Athletic. The match ended 3-3 with D as the final result."
"On 1992-08-29, Chelsea played against QPR. The match ended 1-0 with H as the final result."
"On 1992-08-29, Arsenal played against Sheffield Weds. The match ended 2-1 with H as the final result."
"On 1992-08-29, Coventry City played against Blackburn. The match ended 0-2 with A as the final result."
"On 1992-08-29, Everton played against Wimbledon. The match ended 0-0 with D as the final result."
"On 1992-08-29, Leeds United played against Liverpool. The match ended 2-2 with D as the final result."
"On 1992-08-30, Ipswich Town played against Tottenham. The match ended 1-1 with D as the final result."
"On 1992-08-31, Norwich City played against Nott'ham Forest. The match ended 3-1 with H as the final result."
"On 1992-09-01, Middlesbrough played against Ipswich Town. The match ended 2-2 with D as the final result."
"On 1992-09-01, Wimbledon played against Manchester City. The match ended 0-1 with A as the final result."
"On 1992-09-01, Liverpool played against Southampton. The match ended 1-1 with D as the final result."
"On 1992-09-01, Oldham Athletic played against Leeds United. The match ended 2-2 with D as the final result."
"On 1992-09-02, Manchester Utd played against Crystal Palace. The match ended 1-0 with H as the final result."
"On 1992-09-02, Sheffield Weds played against Coventry City. The match ended 1-2 with A as the final result."
"On 1992-09-02, QPR played against Arsenal. The match ended 0-0 with D as the final result."
"On 1992-09-02, Tottenham played against Sheffield Utd. The match ended 2-0 with H as the final result."
"On 1992-09-02, Aston Villa played against Chelsea. The match ended 1-3 with A as the final result."
"On 1992-09-05, Norwich City played against Southampton. The match ended 1-0 with H as the final result."
"On 1992-09-05, Oldham Athletic played against Coventry City. The match ended 0-1 with A as the final result."
"On 1992-09-05, Sheffield Weds played against Manchester City. The match ended 0-3 with A as the final result."
"On 1992-09-05, Wimbledon played against Arsenal. The match ended 3-2 with H as the final result."
"On 1992-09-05, Middlesbrough played against Sheffield Utd. The match ended 2-0 with H as the final result."
"On 1992-09-05, QPR played against Ipswich Town. The match ended 0-0 with D as the final result."
"On 1992-09-05, Blackburn played against Nott'ham Forest. The match ended 4-1 with H as the final result."
"On 1992-09-05, Aston Villa played against Crystal Palace. The match ended 3-0 with H as the final result."
"On 1992-09-05, Tottenham played against Everton. The match ended 2-1 with H as the final result."
"On 1992-09-05, Liverpool played against Chelsea. The match ended 2-1 with H as the final result."
"On 1992-09-06, Manchester Utd played against Leeds United. The match ended 2-0 with H as the final result."
"On 1992-09-12, Crystal Palace played against Oldham Athletic. The match ended 2-2 with D as the final result."
"On 1992-09-12, Manchester City played against Middlesbrough. The match ended 0-1 with A as the final result."
"On 1992-09-12, Everton played against Manchester Utd. The match ended 0-2 with A as the final result."
"On 1992-09-12, Chelsea played against Norwich City. The match ended 2-3 with A as the final result."
"On 1992-09-12, Southampton played against QPR. The match ended 1-2 with A as the final result."
"On 1992-09-12, Ipswich Town played against Wimbledon. The match ended 2-1 with H as the final result."
"On 1992-09-12, Arsenal played against Blackburn. The match ended 0-1 with A as the final result."
"On 1992-09-12, Sheffield Utd played against Liverpool. The match ended 1-0 with H as the final result."
"On 1992-09-12, Nott'ham Forest played against Sheffield Weds. The match ended 1-2 with A as the final result."
"On 1992-09-13, Leeds United played against Aston Villa. The match ended 1-1 with D as the final result."
"On 1992-09-14, Coventry City played against Tottenham. The match ended 1-0 with H as the final result."
"On 1992-09-15, Blackburn played against Everton. The match ended 2-3 with A as the final result."
"On 1992-09-19, Wimbledon played against Blackburn. The match ended 1-1 with D as the final result."
"On 1992-09-19, Tottenham played against Manchester Utd. The match ended 1-1 with D as the final result."
"On 1992-09-19, Norwich City played against Sheffield Weds. The match ended 1-0 with H as the final result."
"On 1992-09-19, Aston Villa played against Liverpool. The match ended 4-2 with H as the final result."
"On 1992-09-19, Oldham Athletic played against Ipswich Town. The match ended 4-2 with H as the final result."
"On 1992-09-19, Sheffield Utd played against Arsenal. The match ended 1-1 with D as the final result."
"On 1992-09-19, QPR played against Middlesbrough. The match ended 3-3 with D as the final result."
"On 1992-09-19, Everton played against Crystal Palace. The match ended 0-2 with A as the final result."
"On 1992-09-19, Southampton played against Leeds United. The match ended 1-1 with D as the final result."
"On 1992-09-20, Manchester City played against Chelsea. The match ended 0-1 with A as the final result."
"On 1992-09-21, Nott'ham Forest played against Coventry City. The match ended 1-1 with D as the final result."
"On 1992-09-26, Blackburn played against Oldham Athletic. The match ended 2-0 with H as the final result."
"On 1992-09-26, Manchester Utd played against QPR. The match ended 0-0 with D as the final result."
"On 1992-09-26, Ipswich Town played against Sheffield Utd. The match ended 0-0 with D as the final result."
"On 1992-09-26, Liverpool played against Wimbledon. The match ended 2-3 with A as the final result."
"On 1992-09-26, Leeds United played against Everton. The match ended 2-0 with H as the final result."
"On 1992-09-26, Middlesbrough played against Aston Villa. The match ended 2-3 with A as the final result."
"On 1992-09-26, Chelsea played against Nott'ham Forest. The match ended 0-0 with D as the final result."
"On 1992-09-26, Crystal Palace played against Southampton. The match ended 1-2 with A as the final result."
"On 1992-09-26, Coventry City played against Norwich City. The match ended 1-1 with D as the final result."
"On 1992-09-27, Sheffield Weds played against Tottenham. The match ended 2-0 with H as the final result."
"On 1992-09-28, Arsenal played against Manchester City. The match ended 1-0 with H as the final result."
"On 1992-10-03, Manchester City played against Nott'ham Forest. The match ended 2-2 with D as the final result."
"On 1992-10-03, Middlesbrough played against Manchester Utd. The match ended 1-1 with D as the final result."
"On 1992-10-03, Arsenal played against Chelsea. The match ended 2-1 with H as the final result."
"On 1992-10-03, Sheffield Utd played against Southampton. The match ended 2-0 with H as the final result."
"On 1992-10-03, Coventry City played against Crystal Palace. The match ended 2-2 with D as the final result."
"On 1992-10-03, Wimbledon played against Aston Villa. The match ended 2-3 with A as the final result."
"On 1992-10-03, QPR played against Tottenham. The match ended 4-1 with H as the final result."
"On 1992-10-03, Liverpool played against Sheffield Weds. The match ended 1-0 with H as the final result."
"On 1992-10-03, Ipswich Town played against Leeds United. The match ended 4-2 with H as the final result."
"On 1992-10-03, Blackburn played against Norwich City. The match ended 7-1 with H as the final result."
"On 1992-10-04, Oldham Athletic played against Everton. The match ended 1-0 with H as the final result."
"On 1992-10-17, Leeds United played against Sheffield Utd. The match ended 3-1 with H as the final result."
"On 1992-10-17, Everton played against Coventry City. The match ended 1-1 with D as the final result."
"On 1992-10-17, Crystal Palace played against Manchester City. The match ended 0-0 with D as the final result."
"On 1992-10-17, Tottenham played against Middlesbrough. The match ended 2-2 with D as the final result."
"On 1992-10-17, Norwich City played against QPR. The match ended 2-1 with H as the final result."
"On 1992-10-17, Sheffield Weds played against Oldham Athletic. The match ended 2-1 with H as the final result."
"On 1992-10-17, Southampton played against Wimbledon. The match ended 2-2 with D as the final result."
"On 1992-10-17, Chelsea played against Ipswich Town. The match ended 2-1 with H as the final result."
"On 1992-10-17, Nott'ham Forest played against Arsenal. The match ended 0-1 with A as the final result."
"On 1992-10-18, Manchester Utd played against Liverpool. The match ended 2-2 with D as the final result."
"On 1992-10-19, Aston Villa played against Blackburn. The match ended 0-0 with D as the final result."
"On 1992-10-21, Nott'ham Forest played against Middlesbrough. The match ended 1-0 with H as the final result."
"On 1992-10-24, Middlesbrough played against Sheffield Weds. The match ended 1-1 with D as the final result."
"On 1992-10-24, Blackburn played against Manchester Utd. The match ended 0-0 with D as the final result."
"On 1992-10-24, Wimbledon played against Tottenham. The match ended 1-1 with D as the final result."
"On 1992-10-24, Ipswich Town played against Crystal Palace. The match ended 2-2 with D as the final result."
"On 1992-10-24, QPR played against Leeds United. The match ended 2-1 with H as the final result."
"On 1992-10-24, Sheffield Utd played against Nott'ham Forest. The match ended 0-0 with D as the final result."
"On 1992-10-24, Coventry City played against Chelsea. The match ended 1-2 with A as the final result."
"On 1992-10-24, Oldham Athletic played against Aston Villa. The match ended 1-1 with D as the final result."
"On 1992-10-24, Manchester City played against Southampton. The match ended 1-0 with H as the final result."
"On 1992-10-24, Arsenal played against Everton. The match ended 2-0 with H as the final result."
"On 1992-10-25, Liverpool played against Norwich City. The match ended 4-1 with H as the final result."
"On 1992-10-31, Nott'ham Forest played against Ipswich Town. The match ended 0-1 with A as the final result."
"On 1992-10-31, Norwich City played against Middlesbrough. The match ended 1-1 with D as the final result."
"On 1992-10-31, Manchester Utd played against Wimbledon. The match ended 0-1 with A as the final result."
"On 1992-10-31, Chelsea played against Sheffield Utd. The match ended 1-2 with A as the final result."
"On 1992-10-31, Everton played against Manchester City. The match ended 1-3 with A as the final result."
"On 1992-10-31, Southampton played against Oldham Athletic. The match ended 1-0 with H as the final result."
"On 1992-10-31, Tottenham played against Liverpool. The match ended 2-0 with H as the final result."
"On 1992-10-31, Sheffield Weds played against Blackburn. The match ended 0-0 with D as the final result."
"On 1992-10-31, Leeds United played against Coventry City. The match ended 2-2 with D as the final result."
"On 1992-11-01, Aston Villa played against QPR. The match ended 2-0 with H as the final result."
"On 1992-11-02, Crystal Palace played against Arsenal. The match ended 1-2 with A as the final result."
"On 1992-11-07, Nott'ham Forest played against Everton. The match ended 0-1 with A as the final result."
"On 1992-11-07, Liverpool played against Middlesbrough. The match ended 4-1 with H as the final result."
"On 1992-11-07, Ipswich Town played against Southampton. The match ended 0-0 with D as the final result."
"On 1992-11-07, Arsenal played against Coventry City. The match ended 3-0 with H as the final result."
"On 1992-11-07, Chelsea played against Crystal Palace. The match ended 3-1 with H as the final result."
"On 1992-11-07, Manchester City played against Leeds United. The match ended 4-0 with H as the final result."
"On 1992-11-07, Blackburn played against Tottenham. The match ended 0-2 with A as the final result."
"On 1992-11-07, Wimbledon played against QPR. The match ended 0-2 with A as the final result."
"On 1992-11-07, Aston Villa played against Manchester Utd. The match ended 1-0 with H as the final result."
"On 1992-11-08, Sheffield Utd played against Sheffield Weds. The match ended 1-1 with D as the final result."
"On 1992-11-09, Oldham Athletic played against Norwich City. The match ended 2-3 with A as the final result."
"On 1992-11-21, Coventry City played against Manchester City. The match ended 2-3 with A as the final result."
"On 1992-11-21, Crystal Palace played against Nott'ham Forest. The match ended 1-1 with D as the final result."
"On 1992-11-21, Sheffield Weds played against Ipswich Town. The match ended 1-1 with D as the final result."
"On 1992-11-21, Manchester Utd played against Oldham Athletic. The match ended 3-0 with H as the final result."
"On 1992-11-21, Norwich City played against Sheffield Utd. The match ended 2-1 with H as the final result."
"On 1992-11-21, Tottenham played against Aston Villa. The match ended 0-0 with D as the final result."
"On 1992-11-21, Leeds United played against Arsenal. The match ended 3-0 with H as the final result."
"On 1992-11-21, Everton played against Chelsea. The match ended 0-1 with A as the final result."
"On 1992-11-21, Middlesbrough played against Wimbledon. The match ended 2-0 with H as the final result."
"On 1992-11-22, QPR played against Liverpool. The match ended 0-1 with A as the final result."
"On 1992-11-22, Southampton played against Blackburn. The match ended 1-1 with D as the final result."
"On 1992-11-28, Oldham Athletic played against Middlesbrough. The match ended 4-1 with H as the final result."
"On 1992-11-28, Blackburn played against QPR. The match ended 1-0 with H as the final result."
"On 1992-11-28, Arsenal played against Manchester Utd. The match ended 0-1 with A as the final result."
"On 1992-11-28, Aston Villa played against Norwich City. The match ended 2-3 with A as the final result."
"On 1992-11-28, Wimbledon played against Sheffield Weds. The match ended 1-1 with D as the final result."
"On 1992-11-28, Ipswich Town played against Everton. The match ended 1-0 with H as the final result."
"On 1992-11-28, Sheffield Utd played against Coventry City. The match ended 1-1 with D as the final result."
"On 1992-11-28, Manchester City played against Tottenham. The match ended 0-1 with A as the final result."
"On 1992-11-28, Liverpool played against Crystal Palace. The match ended 5-0 with H as the final result."
"On 1992-11-28, Nott'ham Forest played against Southampton. The match ended 1-2 with A as the final result."
"On 1992-11-29, Chelsea played against Leeds United. The match ended 1-0 with H as the final result."
"On 1992-12-05, Leeds United played against Nott'ham Forest. The match ended 1-4 with A as the final result."
"On 1992-12-05, Crystal Palace played against Sheffield Utd. The match ended 2-0 with H as the final result."
"On 1992-12-05, Southampton played against Arsenal. The match ended 2-0 with H as the final result."
"On 1992-12-05, Coventry City played against Ipswich Town. The match ended 2-2 with D as the final result."
"On 1992-12-05, Tottenham played against Chelsea. The match ended 1-2 with A as the final result."
"On 1992-12-05, QPR played against Oldham Athletic. The match ended 3-2 with H as the final result."
"On 1992-12-05, Middlesbrough played against Blackburn. The match ended 3-2 with H as the final result."
"On 1992-12-05, Sheffield Weds played against Aston Villa. The match ended 1-2 with A as the final result."
"On 1992-12-05, Norwich City played against Wimbledon. The match ended 2-1 with H as the final result."
"On 1992-12-06, Manchester Utd played against Manchester City. The match ended 2-1 with H as the final result."
"On 1992-12-07, Everton played against Liverpool. The match ended 2-1 with H as the final result."
"On 1992-12-11, Middlesbrough played against Chelsea. The match ended 0-0 with D as the final result."
"On 1992-12-12, Sheffield Utd played against Everton. The match ended 1-0 with H as the final result."
"On 1992-12-12, QPR played against Crystal Palace. The match ended 1-3 with A as the final result."
"On 1992-12-12, Leeds United played against Sheffield Weds. The match ended 3-1 with H as the final result."
"On 1992-12-12, Tottenham played against Arsenal. The match ended 1-0 with H as the final result."
"On 1992-12-12, Manchester Utd played against Norwich City. The match ended 1-0 with H as the final result."
"On 1992-12-12, Southampton played against Coventry City. The match ended 2-2 with D as the final result."
"On 1992-12-12, Aston Villa played against Nott'ham Forest. The match ended 2-1 with H as the final result."
"On 1992-12-12, Ipswich Town played against Manchester City. The match ended 3-1 with H as the final result."
"On 1992-12-12, Wimbledon played against Oldham Athletic. The match ended 5-2 with H as the final result."
"On 1992-12-13, Liverpool played against Blackburn. The match ended 2-1 with H as the final result."
"On 1992-12-19, Oldham Athletic played against Tottenham. The match ended 2-1 with H as the final result."
"On 1992-12-19, Blackburn played against Sheffield Utd. The match ended 1-0 with H as the final result."
"On 1992-12-19, Everton played against Southampton. The match ended 2-1 with H as the final result."
"On 1992-12-19, Chelsea played against Manchester Utd. The match ended 1-1 with D as the final result."
"On 1992-12-19, Coventry City played against Liverpool. The match ended 5-1 with H as the final result."
"On 1992-12-19, Manchester City played against Aston Villa. The match ended 1-1 with D as the final result."
"On 1992-12-19, Sheffield Weds played against QPR. The match ended 1-0 with H as the final result."
"On 1992-12-19, Arsenal played against Middlesbrough. The match ended 1-1 with D as the final result."
"On 1992-12-20, Crystal Palace played against Leeds United. The match ended 1-0 with H as the final result."
"On 1992-12-20, Nott'ham Forest played against Wimbledon. The match ended 1-1 with D as the final result."
"On 1992-12-21, Norwich City played against Ipswich Town. The match ended 0-2 with A as the final result."
"On 1992-12-26, Crystal Palace played against Wimbledon. The match ended 2-0 with H as the final result."
"On 1992-12-26, Arsenal played against Ipswich Town. The match ended 0-0 with D as the final result."
"On 1992-12-26, Coventry City played against Aston Villa. The match ended 3-0 with H as the final result."
"On 1992-12-26, Chelsea played against Southampton. The match ended 1-1 with D as the final result."
"On 1992-12-26, Manchester City played against Sheffield Utd. The match ended 2-0 with H as the final result."
"On 1992-12-26, Sheffield Weds played against Manchester Utd. The match ended 3-3 with D as the final result."
"On 1992-12-26, Norwich City played against Tottenham. The match ended 0-0 with D as the final result."
"On 1992-12-26, Blackburn played against Leeds United. The match ended 3-1 with H as the final result."
"On 1992-12-26, Everton played against Middlesbrough. The match ended 2-2 with D as the final result."
"On 1992-12-28, Middlesbrough played against Crystal Palace. The match ended 0-1 with A as the final result."
"On 1992-12-28, QPR played against Everton. The match ended 4-2 with H as the final result."
"On 1992-12-28, Aston Villa played against Arsenal. The match ended 1-0 with H as the final result."
"On 1992-12-28, Liverpool played against Manchester City. The match ended 1-1 with D as the final result."
"On 1992-12-28, Southampton played against Sheffield Weds. The match ended 1-2 with A as the final result."
"On 1992-12-28, Manchester Utd played against Coventry City. The match ended 5-0 with H as the final result."
"On 1992-12-28, Wimbledon played against Chelsea. The match ended 0-0 with D as the final result."
"On 1992-12-28, Ipswich Town played against Blackburn. The match ended 2-1 with H as the final result."
"On 1992-12-28, Leeds United played against Norwich City. The match ended 0-0 with D as the final result."
"On 1992-12-28, Tottenham played against Nott'ham Forest. The match ended 2-1 with H as the final result."
"On 1993-01-09, Arsenal played against Sheffield Utd. The match ended 1-1 with D as the final result."
"On 1993-01-09, Crystal Palace played against Everton. The match ended 0-2 with A as the final result."
"On 1993-01-09, Chelsea played against Manchester City. The match ended 2-4 with A as the final result."
"On 1993-01-09, Manchester Utd played against Tottenham. The match ended 4-1 with H as the final result."
"On 1993-01-09, Coventry City played against Nott'ham Forest. The match ended 0-1 with A as the final result."
"On 1993-01-09, Leeds United played against Southampton. The match ended 2-1 with H as the final result."
"On 1993-01-09, Ipswich Town played against Oldham Athletic. The match ended 1-2 with A as the final result."
"On 1993-01-09, Middlesbrough played against QPR. The match ended 0-1 with A as the final result."
"On 1993-01-09, Blackburn played against Wimbledon. The match ended 0-0 with D as the final result."
"On 1993-01-09, Liverpool played against Aston Villa. The match ended 1-2 with A as the final result."
"On 1993-01-10, Sheffield Weds played against Norwich City. The match ended 1-0 with H as the final result."
"On 1993-01-16, Nott'ham Forest played against Chelsea. The match ended 3-0 with H as the final result."
"On 1993-01-16, Sheffield Utd played against Ipswich Town. The match ended 3-0 with H as the final result."
"On 1993-01-16, Oldham Athletic played against Blackburn. The match ended 0-1 with A as the final result."
"On 1993-01-16, Norwich City played against Coventry City. The match ended 1-1 with D as the final result."
"On 1993-01-16, Wimbledon played against Liverpool. The match ended 2-0 with H as the final result."
"On 1993-01-16, Tottenham played against Sheffield Weds. The match ended 0-2 with A as the final result."
"On 1993-01-16, Southampton played against Crystal Palace. The match ended 1-0 with H as the final result."
"On 1993-01-16, Everton played against Leeds United. The match ended 2-0 with H as the final result."
"On 1993-01-16, Manchester City played against Arsenal. The match ended 0-1 with A as the final result."
"On 1993-01-17, Aston Villa played against Middlesbrough. The match ended 5-1 with H as the final result."
"On 1993-01-18, QPR played against Manchester Utd. The match ended 1-3 with A as the final result."
"On 1993-01-23, Coventry City played against Oldham Athletic. The match ended 3-0 with H as the final result."
"On 1993-01-26, Blackburn played against Coventry City. The match ended 2-5 with A as the final result."
"On 1993-01-26, Oldham Athletic played against Manchester City. The match ended 0-1 with A as the final result."
"On 1993-01-26, Wimbledon played against Everton. The match ended 1-3 with A as the final result."
"On 1993-01-26, Middlesbrough played against Southampton. The match ended 2-1 with H as the final result."
"On 1993-01-27, Norwich City played against Crystal Palace. The match ended 4-2 with H as the final result."
"On 1993-01-27, Tottenham played against Ipswich Town. The match ended 0-2 with A as the final result."
"On 1993-01-27, Manchester Utd played against Nott'ham Forest. The match ended 2-0 with H as the final result."
"On 1993-01-27, Aston Villa played against Sheffield Utd. The match ended 3-1 with H as the final result."
"On 1993-01-27, QPR played against Chelsea. The match ended 1-1 with D as the final result."
"On 1993-01-30, Manchester City played against Blackburn. The match ended 3-2 with H as the final result."
"On 1993-01-30, Coventry City played against Wimbledon. The match ended 0-2 with A as the final result."
"On 1993-01-30, Nott'ham Forest played against Oldham Athletic. The match ended 2-0 with H as the final result."
"On 1993-01-30, Southampton played against Aston Villa. The match ended 2-0 with H as the final result."
"On 1993-01-30, Sheffield Utd played against QPR. The match ended 1-2 with A as the final result."
"On 1993-01-30, Chelsea played against Sheffield Weds. The match ended 0-2 with A as the final result."
"On 1993-01-30, Everton played against Norwich City. The match ended 0-1 with A as the final result."
"On 1993-01-30, Ipswich Town played against Manchester Utd. The match ended 2-1 with H as the final result."
"On 1993-01-30, Crystal Palace played against Tottenham. The match ended 1-3 with A as the final result."
"On 1993-01-30, Leeds United played against Middlesbrough. The match ended 3-0 with H as the final result."
"On 1993-01-31, Arsenal played against Liverpool. The match ended 0-1 with A as the final result."
"On 1993-02-02, Blackburn played against Crystal Palace. The match ended 1-2 with A as the final result."
"On 1993-02-06, QPR played against Manchester City. The match ended 1-1 with D as the final result."
"On 1993-02-06, Oldham Athletic played against Chelsea. The match ended 3-1 with H as the final result."
"On 1993-02-06, Liverpool played against Nott'ham Forest. The match ended 0-0 with D as the final result."
"On 1993-02-06, Manchester Utd played against Sheffield Utd. The match ended 2-1 with H as the final result."
"On 1993-02-06, Aston Villa played against Ipswich Town. The match ended 2-0 with H as the final result."
"On 1993-02-06, Sheffield Weds played against Everton. The match ended 3-1 with H as the final result."
"On 1993-02-06, Middlesbrough played against Coventry City. The match ended 0-2 with A as the final result."
"On 1993-02-06, Wimbledon played against Leeds United. The match ended 1-0 with H as the final result."
"On 1993-02-07, Tottenham played against Southampton. The match ended 4-2 with H as the final result."
"On 1993-02-08, Leeds United played against Manchester Utd. The match ended 0-0 with D as the final result."
"On 1993-02-09, Sheffield Utd played against Middlesbrough. The match ended 2-0 with H as the final result."
"On 1993-02-09, Ipswich Town played against QPR. The match ended 1-1 with D as the final result."
"On 1993-02-10, Crystal Palace played against Aston Villa. The match ended 1-0 with H as the final result."
"On 1993-02-10, Arsenal played against Wimbledon. The match ended 0-1 with A as the final result."
"On 1993-02-10, Everton played against Tottenham. The match ended 1-2 with A as the final result."
"On 1993-02-10, Chelsea played against Liverpool. The match ended 0-0 with D as the final result."
"On 1993-02-10, Southampton played against Norwich City. The match ended 3-0 with H as the final result."
"On 1993-02-13, Southampton played against Liverpool. The match ended 2-1 with H as the final result."
"On 1993-02-13, Leeds United played against Oldham Athletic. The match ended 2-0 with H as the final result."
"On 1993-02-13, Chelsea played against Aston Villa. The match ended 0-1 with A as the final result."
"On 1993-02-20, Manchester Utd played against Southampton. The match ended 2-1 with H as the final result."
"On 1993-02-20, Liverpool played against Ipswich Town. The match ended 0-0 with D as the final result."
"On 1993-02-20, Middlesbrough played against Nott'ham Forest. The match ended 1-2 with A as the final result."
"On 1993-02-20, Oldham Athletic played against Arsenal. The match ended 0-1 with A as the final result."
